"Display Full Tax Summary","Prikažite polen povzetek davka"
"Display Prices","Prikažite cene"
"Display Product Prices In Catalog","Prikažite cene produktov v katalogu"
"Display Shipping Amount","Prikažite znesek dostave"
"Display Shipping Prices","Prikažite cene dostave"
"Display Subtotal","Prikažite vmesni seštevek"
"Display Zero Tax Subtotal","Prikažite ničelni davek vmesnega seštevka"
"Edit Class","Uredite razred"
"Edit Class '%s'","Uredite razred '%s'"
"Edit Rule","Uredite pravilo"
"Edit Tax Rate","Uredite stopnjo davka"
"Enable Cross Border Trade","Omogočite čezmejno trgovino"
"Excel XML","Excel XML"
"Excl. Tax","Brez davka"
"Excl. Tax:","Brez davka:"
"Excluding Tax","Brez davka"
"Export Tax Rates","Izvoz stopenj davka"
"Grand Total (Excl. Tax)","Skupaj v celoti (brez davka)"
"Grand Total (Excl.Tax)","Skupaj v celoti (brez davka)"
"Grand Total (Incl. Tax)","Skupaj v celoti (vključno z davkom)"
"Grand Total (Incl.Tax)","Skupaj v celoti (vključno z davkom)"
"Grand Total Excl. Tax","Skupaj v celoti brez davka"
"Grand Total Incl. Tax","Skupaj v celoti vključno z davkom"
"Ignore this notification","Ignorirajte to obvestilo"
"Import / Export Tax Rates","Uvozite / izvozite stopnje davka"
"Import Tax Rates","Uvozite stopnje davka"
"Inc. Tax","Vključuje davek"
"Incl. Tax","Vključuje davek"
"Incl. Tax:","Vključuje davek:"
"Include Tax In Grand Total","Vključuje davek v celoti skupaj"
"Including Tax","Vključno z davkom"
"Including and Excluding Tax","Vključuje in izključuje davek"
"Invalid file format upload attempt","Neveljaven format datoteke pri poskusu nalaganja"
"Invalid file upload attempt","Poskus nalaganja neveljavne datoteke"
"Manage Customer Tax Classes","Upravljajte davnčnih razredov kupca"
"Manage Product Tax Classes","Upravljajte razrede davka produkta"
"Manage Tax Rates","Upravljajte stopnje davka"
"Manage Tax Rules","Upravljajte stopnje davka"
"Manage Tax Zones & Rates","Upravljajte območja davka in stopenj"
"Maximum zip code length is 9.","Največja koda poštne številke je 9."
"Name","Ime"
"New Class","Nov razred"
"New Rule","Novo pravilo"
"New Tax Rate","Nova stopnja davka"
"No","Ne"
"None","Brez"
"One of the country has invalid code.","Ena izmed držav ima neveljavno kodo."
"Orders, Invoices, Credit Memos Display Settings","Prikaz nastavitev naročil, računov in dobropisov"
"Original price only","Samo prvotne cene"
"Please fill all required fields with valid information.","Prosimo, izpolnite vsa zahtevana polja z veljavnimi informacijami."
"Please see <a href=""%s"">source</a> for more details.","Prosimo, glejte <a href=""%s"">izvor</a> za več podrobnosti."
"Price Display Settings","Nastavitve prikaza cene"
"Priority","Prioriteta"
"Product Tax Class","Razred davka produkta"
"Product Tax Class Information","Informacije razreda davka produkta"
"Product Tax Classes","Razredi davka produkta"
"Range From","Območje od"
"Range To","Območje do"
"Range To should be equal or greater than Range From.","Območje do bi moralo biti enako ali večje kot območje od."
"Rate","Stopnja"
"Rate Percent","Procent stopnje"
"Rate Percent should be a positive number.","Procent stopnej bi moral biti pozitivno število."
"Reset","Ponastavitev"
"Row Total","Vrstica skupaj"
"Sales","Prodaja"
"Save Class","Shranite razred"
"Save Rate","Shranite stopnjo"
"Save Rule","Shranite pravilo"
"Save and Continue Edit","Shranite in nadaljujte z urejanjem"
"Shipping & Handling (Excl.Tax)","Pošiljanje in obdelava (brez davka)"
"Shipping & Handling (Incl.Tax)","Pošiljanje in obdelava (z davkom)"
"Shipping & Handling Tax","Davek pošiljanja in obdelave"
"Shipping (Excl. Tax)","Pošiljanje (brez davka)"
"Shipping (Incl. Tax)","Pošiljanje (z davkom)"
"Shipping Excl. Tax (%s)","Pošiljanje brez davka (%s)"
"Shipping Incl. Tax (%s)","Pošiljanje z davkom (%s)"
"Shipping Prices","Cene pošiljanja"
"Shopping Cart Display Settings","Prikaz nastavitev košarice"
"Sort Order","Vrsti red"
"State","Zvezna država"
"State/Region","Zvezna država/regija"
"Subtotal (Excl. Tax)","Vmesni seštevek (brez davka)"
"Subtotal (Excl.Tax)","Vmesni seštevek (brez davka)"
"Subtotal (Incl. Tax)","Vmesni seštevek (z davkom)"
"Subtotal (Incl.Tax)","Vmesni seštevek (z davkom)"
"Subtotal only","Samo vmesni seštevek"
"Tax","Davek"
"Tax Calculation Based On","Izračun davka na osnovi"
"Tax Calculation Method Based On","Način izračuna davka na osnovi"
"Tax Class for Shipping","Razred davka za dostavo"
"Tax Classes","Razredi davka"
"Tax Identifier","Identifikator davka"
"Tax Rate","Stopnja davka"
"Tax Rate Information","Informacije stopnje davka"
"Tax Rule Information","Informacije pravila davka"
"Tax Rules","Pravila davka"
"Tax Section","Sekcija davka"
"Tax Titles","Naslovi davka"
"Tax rate cannot be removed. It exists in tax rule","Stopnja davka ne more biti odstranjena. Obstaja samo v pravilu davka"
"Tax rates at the same priority are added, others are compounded.","Stopnje davka pri enaki prioriteti so dodane, ostale zaostrene."
"The tax class has been deleted.","Razred davka je bil izbrisan."
"The tax class has been saved.","Razred davka je bil shranjen."
"The tax rate has been deleted.","Stopnja davka je bil izbrisana."
"The tax rate has been imported.","Stopnaj davka je bila uvožena."
"The tax rate has been saved.","Stopnja davka je bila shranjena."
"The tax rule has been deleted.","Pravilo davka je bilo izbrisano."
"This class no longer exists","Ta razred več ne obstaja"
"This rule no longer exists","To pravilo ne obstaja več"
"This rule no longer exists.","to pravilo ne obstaja več."
"Total","Skupaj"
"Unit Price","Enota cene"
"Warning tax configuration can result in rounding errors","Opozorilo nastavitev davka lahko rezultira v zaokrožitvenih napakah"
"Warning tax configuration can result in unexpected FPT prices on applicable devices","Opozorilo nastavitev davka lahko rezultira v nepričakovanih cenah FPT na uporabljenih napravah"
"Warning tax discount configuration might result in different discounts than a customer might expect","Opozorilo nastavitev popusta davka imajo lahko kot posledico drugačne popuste, kot pa pričakuje kupec"
"When catalog price includes tax, enable this setting will fix the price no matter what the customer's tax rate is.","Ko cene kataloga vključujejo davek, bo omogočitev te nastavitve popravila ceno ne glede na to, kakšna je davčna stopnja kupca."
"Whether catalog prices entered by admin include tax.","Bodisi cene kataloga, ki jih vnese administrator vključujejo davek."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Bodisi zneski dostave vnešeni od administratorja ali pridobljeni iz prehodov vključujejo davek."
"Yes","Da"
"You cannot delete this tax class as it is used for %d customer groups.","Ne morete izbrisati tega razreda davka, saj je uporabljen za skupine kupcev %d."
"You cannot delete this tax class as it is used for %d products.","Tega razreda davka ne morete izbrisati, saj je uporabljen za %d produktov."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Tega razreda davka ne morete izbrisati, saj je uporabljen za pravila davka. Izbrisati morate pravila, ki so uporabljena v prvih."
"Zip code should not contain characters other than digits.","Poštna številka ne bi smela vsebovati drugih znakov od številk."
"Zip/Post Code","Poštna številka"
"Zip/Post is Range","Poštna številka je območje"
"for store(s)","za trgovino(e)"
